index,method_family,method,offline_variant,online_variant,entity_id,seed,source_path,staged_path,staged_name,size_bytes,sha256
19,THESIS,thesis,O0,A2,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_1_6__seed36__online_metrics.json,thesis__O0_A2__machine_1_6__seed36__online_metrics.json,2202780,425deac7a48a53c661ac1debab0165dfbdd43f4946247291c4bb15d7b0d59383
20,THESIS,thesis,O0,A2,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_1_6__seed6__online_metrics.json,thesis__O0_A2__machine_1_6__seed6__online_metrics.json,2203022,aa08c4ede9a26a48017a1f23a704f32245fb3518f3e90ad2d8d3971c0d6cac97
21,THESIS,thesis,O0,A2,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_1_6__seed8__online_metrics.json,thesis__O0_A2__machine_1_6__seed8__online_metrics.json,2202645,5f33682fde48cf6fa900aaef1c995e6517d3707f460b964aeba1958f53cbf0ec
22,THESIS,thesis,O0,A2,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_3_4__seed36__online_metrics.json,thesis__O0_A2__machine_3_4__seed36__online_metrics.json,3752393,dd5adc1092fd0dc80b054df6efe78603d10a2a5cbbf24520cce276621c607919
23,THESIS,thesis,O0,A2,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_3_4__seed6__online_metrics.json,thesis__O0_A2__machine_3_4__seed6__online_metrics.json,3747280,39299c220e2872d0866ab91ec17fceadd9a80f3aaa8802f2e250cba949913e07
24,THESIS,thesis,O0,A2,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_3_4__seed8__online_metrics.json,thesis__O0_A2__machine_3_4__seed8__online_metrics.json,3770754,1aeb52185c7c8987de6bbd30f1a33ee72b6b96018d1cad11ad7edef3863291d5
25,THESIS,thesis,O0,A2,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_3_9__seed36__online_metrics.json,thesis__O0_A2__machine_3_9__seed36__online_metrics.json,10493125,ca0edc7481697e1463358c3573af57e7d5a4f363c3fa029e57ac6d60a2797821
26,THESIS,thesis,O0,A2,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_3_9__seed6__online_metrics.json,thesis__O0_A2__machine_3_9__seed6__online_metrics.json,10494804,97f48c8e0d3ed73851eecb535a5dbfa12dde338573a505d86d1ff80cdc1b2d48
27,THESIS,thesis,O0,A2,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O0_A2/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O0_A2__machine_3_9__seed8__online_metrics.json,thesis__O0_A2__machine_3_9__seed8__online_metrics.json,10508213,f87919205d1f1d72a5279eb3ce9ebaa0733c810fcc56b4ab4a48c7da343757b8
28,THESIS,thesis,O1,A0,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_1_6__seed36__online_metrics.json,thesis__O1_A0__machine_1_6__seed36__online_metrics.json,2192261,e6e5e466dfd61a07d58c9bbca2dbf0fcf231333aad51389cf809fa8c03d4c469
29,THESIS,thesis,O1,A0,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_1_6__seed6__online_metrics.json,thesis__O1_A0__machine_1_6__seed6__online_metrics.json,2194490,7af615962f0c42052cfa07aa95e229610854b300c09caacedfb47f64a8ef4738
30,THESIS,thesis,O1,A0,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_1_6__seed8__online_metrics.json,thesis__O1_A0__machine_1_6__seed8__online_metrics.json,2194284,40363e9b78818517a1996bd1c191c09a11c740ead7a7bd692b17735a9b1b22c6
31,THESIS,thesis,O1,A0,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_3_4__seed36__online_metrics.json,thesis__O1_A0__machine_3_4__seed36__online_metrics.json,3711206,61435a774d84b608dd28b47699a9223f908c6e19148c8379cbfa83a5b2ed94c3
32,THESIS,thesis,O1,A0,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_3_4__seed6__online_metrics.json,thesis__O1_A0__machine_3_4__seed6__online_metrics.json,3710423,444553854cefa77a75d4c279640b49603da16001ce534cc469a9b60fcd70179e
33,THESIS,thesis,O1,A0,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_3_4__seed8__online_metrics.json,thesis__O1_A0__machine_3_4__seed8__online_metrics.json,3713723,f0b7eeb6602cf080faeea8349318c5637ccb78ec190c7e22ec186b7c456ff461
34,THESIS,thesis,O1,A0,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_3_9__seed36__online_metrics.json,thesis__O1_A0__machine_3_9__seed36__online_metrics.json,10453876,614aa1eaf3ea453406646635231bb019c45c03d77d04e89262dfe8f69eff77b8
35,THESIS,thesis,O1,A0,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_3_9__seed6__online_metrics.json,thesis__O1_A0__machine_3_9__seed6__online_metrics.json,10459386,99a2277a6d2100ded51c8aaccd6898f09fbf79a4e500963ae573d580c036564b
36,THESIS,thesis,O1,A0,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A0/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A0__machine_3_9__seed8__online_metrics.json,thesis__O1_A0__machine_3_9__seed8__online_metrics.json,10455004,6606bc76393b4e8901b310c550a6add317fd99b6d03d69d2d50e811c934e7ba7
37,THESIS,thesis,O1,A1,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_1_6__seed36__online_metrics.json,thesis__O1_A1__machine_1_6__seed36__online_metrics.json,2200737,1dc7890e777757dadc57223cc4351bd8bf2587de3260a699eb37c583ff440a2f
38,THESIS,thesis,O1,A1,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_1_6__seed6__online_metrics.json,thesis__O1_A1__machine_1_6__seed6__online_metrics.json,2203091,cc387dd7e3a4564459b1394d8ba37303a91ae13fa7be12afe42ef4fdcde0f78f
39,THESIS,thesis,O1,A1,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_1_6__seed8__online_metrics.json,thesis__O1_A1__machine_1_6__seed8__online_metrics.json,2202662,7dd9460573f1cb3ad303e5100baa5852b2c92c41af431a1c2568647201368af2
40,THESIS,thesis,O1,A1,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_3_4__seed36__online_metrics.json,thesis__O1_A1__machine_3_4__seed36__online_metrics.json,3763797,77d2525ab9f8318d6e33cffb5f462fa6972e59b5834e2d01180aa3eba98c41d1
41,THESIS,thesis,O1,A1,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_3_4__seed6__online_metrics.json,thesis__O1_A1__machine_3_4__seed6__online_metrics.json,3742425,4aecef9b5c7fb523236de9141de22a177927a2b156d4d9b8f110b2705e1a6b17
42,THESIS,thesis,O1,A1,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_3_4__seed8__online_metrics.json,thesis__O1_A1__machine_3_4__seed8__online_metrics.json,3744999,bbe4450b2ccaeeb01b28f1efc3e76483ede54ea744ad910cd7fbc8aea13f17b6
43,THESIS,thesis,O1,A1,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_3_9__seed36__online_metrics.json,thesis__O1_A1__machine_3_9__seed36__online_metrics.json,10503060,de09455cc8e892f82ff600f890063aeafb9cfb78941ae44e711e9a52275fa1b4
44,THESIS,thesis,O1,A1,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_3_9__seed6__online_metrics.json,thesis__O1_A1__machine_3_9__seed6__online_metrics.json,10503681,db597af6f4d723d621ed58d75c1fe92bf45d30b1a52c5bcf12303197c523d8f3
45,THESIS,thesis,O1,A1,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A1/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A1__machine_3_9__seed8__online_metrics.json,thesis__O1_A1__machine_3_9__seed8__online_metrics.json,10505732,d96f5e7e84f26b37e916428302fca41c76a26f9ce35898ec6c90ede12e4e44f8
46,THESIS,thesis,O1,A2,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_1_6__seed36__online_metrics.json,thesis__O1_A2__machine_1_6__seed36__online_metrics.json,2200947,094c7196a127f5274f8d43c969fb0d33d3fbdd8357f87fabe8a9571c3eafacba
47,THESIS,thesis,O1,A2,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_1_6__seed6__online_metrics.json,thesis__O1_A2__machine_1_6__seed6__online_metrics.json,2203229,510a7590c8db657de497d25667f1275209feca3c6628454acf0a960eb6ac3281
48,THESIS,thesis,O1,A2,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_1_6__seed8__online_metrics.json,thesis__O1_A2__machine_1_6__seed8__online_metrics.json,2202837,03f604c0bde3d4afcba4e3eb98754577f6a81a6c29f89c9ee22139820bf6c3f6
49,THESIS,thesis,O1,A2,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_3_4__seed36__online_metrics.json,thesis__O1_A2__machine_3_4__seed36__online_metrics.json,3755387,0a22a33d4fd03233ffb7a74e49b5899d0c9c52d27acef6de1a41dc0dcc274df7
50,THESIS,thesis,O1,A2,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_3_4__seed6__online_metrics.json,thesis__O1_A2__machine_3_4__seed6__online_metrics.json,3743699,4459272486548f834170f87b31ef638ed45ee561ed39a9191d67a5b855b7d862
51,THESIS,thesis,O1,A2,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_3_4__seed8__online_metrics.json,thesis__O1_A2__machine_3_4__seed8__online_metrics.json,3745280,07045dd332480cd8b69792faf72adc3dcf39434b972ed59c9b113bb5532821da
52,THESIS,thesis,O1,A2,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_3_9__seed36__online_metrics.json,thesis__O1_A2__machine_3_9__seed36__online_metrics.json,10503943,0b7e5920bec75471eee35885c8a05548ec0af75e9014c51c7fe127c08cebc55b
53,THESIS,thesis,O1,A2,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_3_9__seed6__online_metrics.json,thesis__O1_A2__machine_3_9__seed6__online_metrics.json,10505027,3bed242c945930a64926b0e585c1c245e839cfb6daeb084638032ea93fd8ea14
54,THESIS,thesis,O1,A2,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online/smd/thesis/O1_A2/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/thesis__O1_A2__machine_3_9__seed8__online_metrics.json,thesis__O1_A2__machine_3_9__seed8__online_metrics.json,10506417,f5d48d3af811f36003e94edf27ae33d11a99c5b2ee0cfb7e563cf27da989e7c7
55,deep_learning,candi,,main,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/main/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_1_6__seed36__online_metrics.json,baseline__candi__main__machine_1_6__seed36__online_metrics.json,735108,58bfc02234ae8bf4c90129a267c68c16b1f33a7bd64e37eba06d6b322010cdb0
56,deep_learning,candi,,main,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/main/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_1_6__seed6__online_metrics.json,baseline__candi__main__machine_1_6__seed6__online_metrics.json,734771,33d4f846a840d5f711c3c7e99fc8a0662e05f00d946899c51f7bbab4364e8293
57,deep_learning,candi,,main,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/main/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_1_6__seed8__online_metrics.json,baseline__candi__main__machine_1_6__seed8__online_metrics.json,736939,bb9db00c94c1e45811b601d564ebcfcf2e0a2c2c5da007965a5155c8fd4fc153
58,deep_learning,candi,,main,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/main/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_3_4__seed36__online_metrics.json,baseline__candi__main__machine_3_4__seed36__online_metrics.json,1224841,08490ab1562f79d36397a080778925f6cf11a0f01ba05ccc564beb487bae4ad4
59,deep_learning,candi,,main,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/main/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_3_4__seed6__online_metrics.json,baseline__candi__main__machine_3_4__seed6__online_metrics.json,1224612,cf98621973b7fc9057917ed653e2f19e9c916a5723c8660c8b6bc9710a391f01
60,deep_learning,candi,,main,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/main/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_3_4__seed8__online_metrics.json,baseline__candi__main__machine_3_4__seed8__online_metrics.json,1228777,3d26b1976e0362ca39999d95bb13cb33be4c3328ff9cf60dcfd350612987f792
